Wavelength,Udid_Dal00000.asd,Udid_Dal00001.asd,Udid_Dal00002.asd,Udid_Dal00003.asd,Udid_Dal00004.asd,Udid_Dal00005.asd,Udid_Dal00006.asd,Udid_Dal00007.asd,Udid_Dal00008.asd,Udid_Dal00009.asd
894,0.629136349,0.629129324,0.629149677,0.629186336,0.629242733,0.629148702,0.629058129,0.629401807,0.629336779,0.629356723
895,0.628741395,0.628844094,0.628707618,0.628873972,0.62892167,0.62889753,0.628645829,0.6290202,0.628990236,0.629076879
896,0.628562697,0.628495853,0.628403371,0.628541404,0.628482833,0.628655248,0.62856975,0.628621067,0.628602392,0.628480233
897,0.628146972,0.628247097,0.628098624,0.628260712,0.628197761,0.628300793,0.62839897,0.628305129,0.628353801,0.628219328
898,0.627710223,0.627986989,0.62781,0.627890275,0.627848867,0.627849324,0.628030069,0.628001173,0.628095192,0.627943167
899,0.627415688,0.627618689,0.627511108,0.627439762,0.627422632,0.627377185,0.627556908,0.62763505,0.627761102,0.627504345
900,0.627210413,0.627135254,0.627106768,0.627142261,0.627241988,0.627000538,0.627244073,0.627181778,0.627456709,0.627215655
901,0.626853382,0.626894782,0.626822032,0.626827402,0.62691526,0.626798848,0.626979305,0.626936614,0.627071274,0.627136563
902,0.626452967,0.626677339,0.626561228,0.626469046,0.626543924,0.626500651,0.626574547,0.626609073,0.626677305,0.626868226
903,0.626111676,0.626311177,0.626236517,0.626109544,0.626220781,0.626041585,0.626052101,0.626122039,0.626368021,0.626329064
904,0.625779706,0.625939813,0.625900909,0.62586222,0.625840452,0.625851709,0.62582982,0.625990639,0.626207819,0.626168178
905,0.625460009,0.625525678,0.625470292,0.625350654,0.625458417,0.62552204,0.625415159,0.625688939,0.625680058,0.625584234
906,0.62521332,0.625078138,0.625103799,0.624992398,0.62515455,0.625075228,0.625009136,0.625284419,0.625205499,0.624987282
907,0.624989236,0.624666793,0.624850617,0.625005131,0.624933991,0.624659853,0.624836806,0.624956992,0.625088021,0.624747376
908,0.624421352,0.624490649,0.624317471,0.624597949,0.624611877,0.624451064,0.624751749,0.624781155,0.624711828,0.62432145
909,0.62392691,0.624268007,0.624039607,0.62410601,0.624249705,0.624105885,0.624309894,0.624331949,0.62423886,0.624046347
910,0.623661904,0.623975162,0.623765068,0.62375889,0.623914545,0.623789911,0.623782197,0.623916509,0.623855874,0.623893782
911,0.623623682,0.62370518,0.623268417,0.623636669,0.623669595,0.623727436,0.623569,0.623856057,0.623694899,0.623754423
912,0.623638891,0.623615016,0.623317311,0.623405584,0.623528446,0.623766991,0.623607508,0.623636824,0.623644168,0.623655822
913,0.623633981,0.623588979,0.623380187,0.62338956,0.623639095,0.623654591,0.623757345,0.623700168,0.62368576,0.623662762
914,0.623385051,0.623508372,0.623300632,0.623472966,0.623687975,0.623416057,0.623692079,0.623734474,0.623648923,0.623558398
915,0.622888526,0.623347983,0.623193884,0.623423757,0.623387628,0.623243687,0.623261936,0.623394787,0.623427173,0.623219682
916,0.623276624,0.62344136,0.62359411,0.623378087,0.623413318,0.623413995,0.623305725,0.623626733,0.623406641,0.62342048
917,0.623400178,0.623722588,0.623594226,0.623441058,0.623656503,0.623529976,0.623485781,0.623841299,0.623632148,0.62369612
918,0.623242915,0.623770057,0.623233258,0.623427996,0.623665291,0.623480103,0.623494027,0.623793447,0.623720685,0.623742753
919,0.623319296,0.623258475,0.623058094,0.6231433,0.623113602,0.623369759,0.623220674,0.623535446,0.623333799,0.623478837
920,0.623054902,0.623354722,0.623035409,0.623213785,0.623287314,0.623419436,0.62337067,0.623362159,0.62366255,0.623266753
921,0.62303212,0.623404512,0.623171226,0.623332735,0.623313412,0.623366397,0.623371385,0.623462318,0.623693604,0.623313201
922,0.623222441,0.623401678,0.623308903,0.623372589,0.623216561,0.623311646,0.623286435,0.623609008,0.623452663,0.623508138
923,0.623232771,0.623750702,0.623282209,0.62342441,0.623591467,0.62356111,0.623580109,0.623460327,0.62367838,0.62359471
924,0.623674595,0.623910686,0.623642506,0.623901373,0.623793146,0.623879399,0.623906006,0.623967527,0.62407387,0.623953352
925,0.623757743,0.623879002,0.623760452,0.624000571,0.623855477,0.624057132,0.623968705,0.624139287,0.624173457,0.624042914
926,0.623592205,0.623913521,0.623637493,0.623773097,0.623917635,0.624148058,0.623870206,0.623945765,0.624096676,0.623877901
927,0.623984648,0.624311185,0.623821443,0.623981061,0.624086459,0.624363043,0.623985582,0.624207447,0.624361318,0.623965481
928,0.623757806,0.624106062,0.623787392,0.623956942,0.623790796,0.624176975,0.623920166,0.624207174,0.62414664,0.624077071
929,0.623872684,0.623997453,0.623938346,0.624011319,0.62367793,0.624041776,0.623932596,0.624102523,0.62405126,0.624177028
930,0.62437824,0.624247067,0.624294774,0.624275193,0.623986639,0.624201262,0.624141524,0.624125348,0.624323875,0.624294174
931,0.624245932,0.624439731,0.624402965,0.624541563,0.624354689,0.624519581,0.624408913,0.624418096,0.6246409,0.624489826
932,0.624381258,0.624375053,0.624382854,0.624309633,0.624530494,0.62470395,0.624348141,0.624523255,0.624639766,0.624647879
933,0.624453092,0.624415968,0.624257996,0.624346436,0.62467256,0.624616898,0.62438423,0.624597209,0.624485213,0.624669113
934,0.624393637,0.624660905,0.624206486,0.624709362,0.624797204,0.624436089,0.624700274,0.624710646,0.624356077,0.62462188
935,0.624629886,0.624772031,0.624535203,0.624450275,0.624691532,0.624622338,0.625005207,0.624717791,0.624333757,0.624748994
936,0.624777389,0.624584107,0.624624854,0.624604375,0.624688676,0.624716255,0.624949879,0.624590064,0.624671764,0.624927487
937,0.624668492,0.6246161,0.624710276,0.624764639,0.62486285,0.624770344,0.62477014,0.624745068,0.62500748,0.624975842
938,0.624403804,0.62494922,0.624819806,0.624700928,0.624985157,0.624837534,0.624698255,0.625114162,0.625037837,0.62486896
939,0.624381942,0.624902166,0.624522743,0.624782435,0.624549778,0.624849381,0.624778091,0.624896442,0.62475174,0.624816196
940,0.624629911,0.624806724,0.624765443,0.6247675,0.624629976,0.624909398,0.625144944,0.624694207,0.624626801,0.624921665
941,0.624758615,0.624764034,0.62485009,0.624816384,0.624954185,0.624897985,0.625182807,0.624794238,0.624734134,0.624968802
942,0.624639712,0.624791126,0.624486671,0.624930639,0.625065658,0.624841824,0.624704849,0.625020286,0.624985656,0.62485276
943,0.62470025,0.624830281,0.62456711,0.624750127,0.624728963,0.625050836,0.62444485,0.624616385,0.62519855,0.62476536
944,0.624520843,0.624672693,0.624526728,0.624341944,0.624537396,0.624910039,0.624533202,0.624760299,0.624821248,0.624809848
945,0.624372249,0.624611407,0.624437738,0.624272335,0.624567929,0.624816561,0.624635855,0.624978306,0.624568092,0.624888026
946,0.624366996,0.624658617,0.624402083,0.624551149,0.62459722,0.624946851,0.624514877,0.624800299,0.624730024,0.624835641
947,0.624060743,0.624132835,0.624324773,0.624026449,0.624133478,0.624666225,0.624349577,0.624488359,0.624304297,0.624487558
948,0.623929632,0.623793611,0.623794527,0.623609939,0.623771523,0.624135878,0.623862082,0.624044416,0.624090347,0.623990349
949,0.623888107,0.623901937,0.623526161,0.623474919,0.623715215,0.623791789,0.623556938,0.623855663,0.624105284,0.623687742
950,0.623717243,0.624176284,0.623779984,0.623546494,0.623813485,0.623737202,0.623662866,0.623889418,0.624051682,0.623601046
951,0.623238708,0.623587025,0.623361878,0.623653101,0.623452254,0.623274556,0.623487955,0.62313869,0.623426516,0.623039861
952,0.622829796,0.622880502,0.62300874,0.623005595,0.623298325,0.623151899,0.623098916,0.622913799,0.623243244,0.622723089
953,0.622564922,0.622682384,0.622827739,0.622436259,0.623164514,0.623260269,0.622845191,0.62289401,0.623261666,0.622681853
954,0.622362303,0.623031061,0.622692283,0.622522764,0.622854383,0.6232329,0.622836508,0.622685357,0.623000999,0.62275141
955,0.62200038,0.622828588,0.622338821,0.622286403,0.622665895,0.622694732,0.622472598,0.62274626,0.622242127,0.622798598
956,0.622060669,0.622274502,0.62198928,0.622282238,0.622170527,0.622156052,0.622512962,0.622233125,0.622295406,0.622247241
957,0.621915454,0.621772539,0.621721188,0.621854395,0.621569927,0.621665693,0.622254414,0.621889127,0.622442336,0.621634383
958,0.621180332,0.62159967,0.62154838,0.620834393,0.621191023,0.621219836,0.621358743,0.622174794,0.621895848,0.621415302
959,0.620825054,0.621581046,0.621477465,0.620900005,0.621238354,0.621021199,0.621260612,0.621887326,0.621148684,0.621081664
960,0.620287183,0.620775054,0.620402819,0.620189759,0.620296375,0.620523886,0.620888135,0.620881448,0.620122973,0.620446367
961,0.619639345,0.619844937,0.6194309,0.619464509,0.619505217,0.619700491,0.620178499,0.62006187,0.619499674,0.619755217
962,0.619064908,0.619396415,0.619328262,0.619424806,0.619562135,0.618821319,0.619417329,0.61983398,0.619513665,0.619216114
963,0.618579625,0.618657611,0.618422037,0.618759983,0.618222797,0.618433088,0.61899535,0.618585811,0.618904127,0.618593431
964,0.61812169,0.618412795,0.617960139,0.61817055,0.617711518,0.617945013,0.618333144,0.618393838,0.618242852,0.61804387
965,0.617541293,0.618107203,0.617572005,0.617685462,0.617646375,0.617600716,0.617551361,0.618233231,0.617439894,0.617499375
966,0.616799138,0.617249587,0.616844757,0.617165351,0.61716029,0.617468215,0.616898063,0.617193652,0.616563387,0.616974357
967,0.616173767,0.616482601,0.616455566,0.61654979,0.616182748,0.616592505,0.616374805,0.616993139,0.616489342,0.616874195
968,0.615319102,0.615864826,0.615675911,0.615600532,0.615924317,0.615822553,0.615874307,0.616255025,0.61594743,0.615905188
969,0.614627069,0.615094719,0.614732883,0.614521223,0.615370958,0.614980171,0.615093436,0.615226175,0.615058171,0.614690097
970,0.614233367,0.614091887,0.614038255,0.613683424,0.613909406,0.613974316,0.614067171,0.614394369,0.614310115,0.6140094
971,0.613104386,0.613595598,0.613716092,0.613490939,0.613563935,0.61366209,0.613752075,0.613607576,0.613961522,0.613507456
972,0.612865818,0.613077929,0.613117275,0.613159142,0.613077445,0.613227462,0.612883239,0.612658092,0.613580501,0.612795639
973,0.612578595,0.612293312,0.612235133,0.612186533,0.612264224,0.612667555,0.612115054,0.611979132,0.612889658,0.612244974
974,0.61143527,0.611305168,0.611363687,0.610769263,0.611318848,0.61204507,0.611944901,0.611816821,0.611884612,0.611992711
975,0.610801861,0.610650339,0.610958006,0.610395214,0.610545888,0.610984378,0.611147985,0.61155321,0.611030868,0.61106125
976,0.609908056,0.610414045,0.610418231,0.609874137,0.610128533,0.61003123,0.60993946,0.610672264,0.610215626,0.610481723
977,0.609351684,0.609807769,0.609524182,0.609340781,0.609733736,0.60937561,0.609203129,0.610021205,0.609718269,0.609761622
978,0.609238227,0.608614383,0.608447399,0.608933806,0.608998255,0.608872071,0.609147776,0.609941294,0.609459202,0.608566468
979,0.607767266,0.608431101,0.607908203,0.607950043,0.60785778,0.607920175,0.608050995,0.60871954,0.608384403,0.607877335
980,0.607671275,0.608203475,0.607554906,0.607595271,0.607905924,0.607469049,0.607744026,0.608432274,0.607753964,0.607891276
981,0.607419448,0.607638845,0.607294323,0.607583407,0.607720272,0.607208707,0.607557037,0.608094043,0.607476408,0.607708244
982,0.60609555,0.606980176,0.607133877,0.607327586,0.606503173,0.606854088,0.606872643,0.60704796,0.60718161,0.606969657
983,0.606528464,0.607089802,0.607167954,0.606588388,0.606528148,0.606933563,0.606652071,0.607085345,0.606768744,0.607096409
984,0.60542815,0.606289631,0.606197681,0.605919843,0.606283635,0.60622553,0.605886053,0.60636493,0.606229089,0.606255572
985,0.60479209,0.605577034,0.605266214,0.605123172,0.605650676,0.605594644,0.605236471,0.6057218,0.605668699,0.60544109
986,0.605622342,0.605639471,0.605003805,0.604359163,0.604985895,0.605565956,0.605178576,0.605731059,0.605256921,0.605383943
987,0.604528912,0.605231452,0.604125749,0.604768703,0.604813736,0.604981805,0.605007357,0.605172772,0.605191989,0.604905393
988,0.604981636,0.605051291,0.604914988,0.604591594,0.604777456,0.605064741,0.604714284,0.605175176,0.604871417,0.604735306
989,0.605032751,0.604737585,0.605157662,0.604343284,0.604667402,0.604874629,0.604041994,0.604737438,0.604338598,0.604446498
990,0.603764805,0.604245159,0.60379493,0.604401272,0.604385277,0.603999054,0.603302501,0.603602306,0.603928775,0.603796401
991,0.604073827,0.604399762,0.603506363,0.603977477,0.603974555,0.603739277,0.603688556,0.603516898,0.604103135,0.603307501
992,0.603928742,0.604402668,0.603077158,0.603779575,0.6033986,0.603265475,0.603683839,0.603391936,0.604228795,0.603659791
993,0.603220904,0.603680684,0.602923954,0.603238062,0.602997885,0.602931539,0.603327393,0.603424411,0.603910867,0.603565371
994,0.602629506,0.602830229,0.603268737,0.60271169,0.603102737,0.603153193,0.603212246,0.603766231,0.60350421,0.602785245
995,0.60319375,0.603780681,0.603546416,0.604010433,0.603813787,0.603931461,0.604023589,0.604108997,0.604179939,0.603150242
996,0.603033779,0.603265152,0.602713848,0.602995563,0.60392784,0.602856988,0.603057789,0.604241424,0.60355196,0.603024749
997,0.603014907,0.603143678,0.60275458,0.602664344,0.604365287,0.602973077,0.603158465,0.604127259,0.603648032,0.603239898
998,0.603402245,0.603992723,0.60366112,0.603955124,0.604747063,0.604487884,0.604624072,0.603874416,0.604612246,0.603891511
999,0.603090081,0.603654748,0.602507047,0.603603645,0.602945476,0.603166492,0.603561666,0.603701633,0.603513721,0.603677864
1000,0.602518403,0.603615846,0.602496004,0.603306504,0.602906623,0.603787172,0.603557913,0.603642082,0.604167743,0.603515026
1001,0.621169606,0.620769961,0.61980474,0.621005222,0.621020284,0.620030247,0.620795476,0.621228076,0.621517937,0.621071563
1002,0.620943476,0.620788755,0.619630621,0.620800998,0.620932332,0.620264221,0.620856379,0.621214697,0.621315606,0.621055548
1003,0.620907381,0.620845726,0.620086832,0.620699636,0.621105596,0.620696156,0.620995054,0.621261828,0.621377809,0.620850248
1004,0.620924968,0.62086326,0.620209723,0.620687349,0.621157435,0.621145597,0.620973391,0.621490549,0.621490364,0.620356476
1005,0.620844579,0.620869272,0.619986381,0.620343744,0.62082453,0.621165078,0.62116358,0.621347011,0.621234453,0.620188425
1006,0.620637686,0.620713705,0.620536904,0.620335857,0.620828953,0.621408101,0.621505815,0.620925728,0.621196112,0.620068397
1007,0.620555261,0.620671603,0.62073235,0.620363373,0.620923457,0.621386228,0.621459093,0.620763471,0.621306107,0.620103205
1008,0.620619032,0.620702803,0.620587565,0.62042011,0.62106606,0.620908148,0.62093997,0.620641255,0.621581803,0.620519284
1009,0.620499946,0.620621351,0.620468766,0.620387085,0.621179045,0.620637383,0.62069734,0.62045758,0.621595042,0.620647891
1010,0.620222532,0.620422019,0.620405997,0.620429345,0.621652492,0.620373992,0.620161319,0.620193721,0.621581484,0.620719898
1011,0.620340698,0.620462628,0.620376255,0.620477065,0.621771521,0.62022598,0.620135487,0.620374172,0.62176279,0.620808052
1012,0.620490371,0.620564367,0.620158249,0.620427049,0.621578602,0.620014406,0.620489067,0.620846188,0.621906202,0.620783014
1013,0.620877836,0.620583302,0.620122155,0.620413278,0.621625749,0.620199702,0.620839308,0.621046401,0.622007921,0.620851745
1014,0.621754969,0.62092414,0.620657945,0.620692789,0.621803042,0.620482486,0.620961401,0.621409412,0.622253637,0.621112493
1015,0.621967946,0.620993118,0.620964557,0.621060794,0.621702588,0.620623579,0.62121309,0.62178026,0.622517135,0.621206552
1016,0.62192137,0.620844187,0.621141303,0.621043991,0.622034117,0.621068119,0.621338905,0.621812543,0.622733547,0.621321872
1017,0.621904005,0.620911615,0.621498575,0.621345871,0.622407836,0.621367209,0.621281702,0.621520905,0.622810998,0.621536264
1018,0.621618599,0.62120336,0.621689646,0.621671357,0.622686763,0.621627487,0.621485701,0.621636822,0.622906762,0.621671807
1019,0.621581011,0.621836021,0.621849636,0.621691133,0.623038487,0.621923479,0.622113651,0.621889664,0.623149614,0.621934015
1020,0.621976481,0.622177527,0.62194206,0.621934644,0.622950948,0.621946712,0.622311957,0.62168105,0.623304309,0.622353046
1021,0.622402922,0.622492181,0.622136509,0.622243134,0.622907697,0.622186628,0.622334445,0.621899547,0.623437635,0.622870683
1022,0.622670468,0.622731336,0.622227139,0.622475808,0.622940574,0.622260447,0.62248153,0.622115694,0.623372456,0.623134333
1023,0.622928831,0.622467026,0.621971736,0.622591659,0.622767431,0.62209537,0.622511556,0.622220672,0.623036798,0.623265537
1024,0.623195727,0.622657293,0.62213036,0.622875869,0.622732281,0.622247552,0.622633485,0.622463506,0.623140131,0.623331805
1025,0.623399083,0.623276919,0.62261717,0.623254935,0.622880561,0.622487932,0.622906637,0.623020822,0.623231042,0.623137429
1026,0.623494477,0.623438605,0.622863548,0.623447515,0.623054717,0.622625102,0.623067475,0.623257297,0.623364706,0.623070171
1027,0.623630291,0.623444797,0.623224264,0.623551797,0.623184572,0.622921081,0.623281382,0.623422806,0.623814168,0.622915386
1028,0.623652591,0.623626314,0.623371248,0.623921199,0.623479208,0.623173449,0.623296294,0.623369248,0.624408364,0.623107467
1029,0.62341318,0.62361274,0.623523574,0.62396233,0.623818765,0.623106347,0.623232646,0.623384287,0.624465024,0.623322838
1030,0.623718167,0.623838896,0.623677985,0.62428356,0.624144887,0.623295002,0.623600925,0.62393705,0.624523801,0.62360823
1031,0.624027192,0.624133468,0.623522021,0.624566021,0.624324763,0.623616461,0.623836422,0.624138815,0.624783668,0.623857006
1032,0.624300328,0.624447307,0.623928282,0.624655796,0.624367494,0.624087762,0.624281283,0.624412985,0.625081166,0.624249484
1033,0.624997094,0.624609084,0.624412122,0.62490691,0.62460349,0.624712403,0.624842382,0.624807222,0.625356864,0.624648395
1034,0.625294491,0.624560625,0.624554775,0.625191455,0.624853405,0.625063283,0.624971997,0.624698057,0.625844677,0.624926947
1035,0.625494983,0.624729447,0.625152521,0.625699556,0.625002599,0.625165749,0.625135076,0.625009987,0.626358219,0.625234897
1036,0.625866829,0.62499784,0.625671711,0.626104134,0.625335515,0.625238608,0.625378951,0.625509344,0.626403272,0.625489053
1037,0.626019351,0.625539681,0.625581884,0.626429918,0.625681906,0.625259543,0.625571334,0.625881685,0.626658464,0.62597331
1038,0.626220576,0.626248059,0.625697756,0.626648833,0.625957514,0.625526698,0.625840483,0.62629568,0.626953891,0.626402749
1039,0.62627005,0.626582775,0.626015103,0.626905055,0.626334384,0.625714902,0.626185947,0.626488649,0.627132574,0.626669972
1040,0.626049487,0.626610495,0.626434124,0.627127048,0.626915196,0.625861982,0.626679072,0.626264793,0.627157666,0.626924762
1041,0.626213657,0.626864277,0.626740873,0.627498479,0.627284207,0.626168534,0.62710575,0.62652635,0.627584076,0.627205315
1042,0.62652153,0.62690352,0.627260358,0.627963779,0.627571603,0.626575877,0.627560139,0.626932077,0.628230612,0.627301946
1043,0.626591226,0.627229031,0.627647878,0.628256434,0.627918788,0.626811692,0.627990182,0.627246981,0.628568764,0.627383808
1044,0.627124699,0.627853686,0.627879732,0.628998214,0.628257706,0.627376166,0.628331273,0.627662471,0.629025321,0.627830318
1045,0.627867954,0.628529652,0.627896219,0.629234518,0.628300163,0.628235023,0.628670503,0.628150598,0.629381198,0.628327914
1046,0.627983934,0.628945657,0.628075678,0.629109129,0.628422299,0.628566848,0.628751381,0.628216626,0.629405265,0.628508602
1047,0.628148321,0.628990118,0.628422081,0.629457398,0.628707791,0.628912742,0.628815212,0.628268855,0.629376017,0.62871773
1048,0.628312534,0.628903111,0.628520054,0.62947182,0.628702264,0.629101575,0.629156609,0.628726564,0.629352803,0.628909098
1049,0.628391555,0.628993668,0.628780067,0.629414544,0.628721883,0.629059181,0.629422947,0.629005877,0.629374162,0.628937682
1050,0.628762669,0.629250266,0.629315583,0.629873246,0.629139386,0.629275018,0.629810478,0.629140278,0.629494616,0.629083367
1051,0.629010357,0.629097479,0.629421977,0.630206129,0.629325199,0.629167698,0.630214844,0.629284853,0.629652158,0.629347209
1052,0.629190056,0.62892999,0.629360199,0.630327015,0.629243274,0.629045375,0.630297109,0.629307156,0.630068224,0.629490752
1053,0.629402882,0.629083655,0.62961101,0.630560474,0.629467643,0.629281213,0.630553569,0.629413827,0.630665468,0.629954362
1054,0.629629501,0.629300698,0.629837013,0.630777849,0.629717943,0.629526912,0.630647492,0.629615371,0.631042949,0.63034373
1055,0.629918639,0.629794589,0.630011771,0.630859245,0.629836974,0.629940306,0.630381475,0.63004165,0.631335647,0.630810396
1056,0.630126582,0.630100626,0.63021408,0.631107054,0.630066061,0.630324766,0.630458438,0.630316605,0.631561777,0.631015628
1057,0.630303108,0.630512155,0.63058244,0.63147266,0.630501006,0.630873496,0.630732326,0.63058118,0.631659092,0.631195275
1058,0.630477993,0.630541664,0.630772906,0.631862681,0.630904529,0.631100915,0.630819424,0.630778154,0.631793834,0.631123144
1059,0.630655333,0.630676972,0.630763258,0.632069738,0.631156109,0.631255905,0.630898914,0.631020473,0.631912935,0.631178634
1060,0.631103049,0.630795337,0.631061239,0.632340855,0.631517164,0.631373742,0.631460569,0.63118718,0.632156593,0.631566879
1061,0.631662001,0.631050211,0.631557346,0.632744774,0.631860379,0.63148669,0.631849862,0.631313743,0.632597801,0.631993472
1062,0.631922865,0.631389014,0.631787347,0.632924215,0.631942719,0.631588257,0.631881598,0.631431093,0.632927029,0.632579037
1063,0.632243999,0.631852344,0.632071141,0.633413743,0.63209466,0.631908781,0.632185731,0.631800787,0.633400912,0.633023831
1064,0.632470829,0.632243003,0.632357286,0.633649553,0.632122161,0.632222836,0.632345857,0.632235118,0.633981156,0.633229229
1065,0.632781221,0.632392555,0.632512499,0.633511763,0.63224177,0.632509178,0.63230129,0.632707086,0.634241164,0.633559043
1066,0.633271112,0.632598539,0.632636249,0.633583638,0.632909567,0.632945679,0.632671427,0.633287642,0.63436345,0.633800102
1067,0.63353934,0.632853514,0.6327312,0.633641711,0.633425657,0.633114539,0.632935606,0.633563337,0.634285199,0.633806516
1068,0.633852136,0.632985117,0.632951671,0.634083008,0.633685242,0.633339623,0.633042724,0.633694238,0.634182692,0.633830544
1069,0.63434618,0.633499637,0.633451372,0.634724937,0.633930962,0.63396808,0.63354443,0.63415241,0.634552306,0.634273539
1070,0.634667126,0.634308562,0.63389492,0.635220335,0.634057338,0.634379554,0.634057444,0.634734838,0.63495581,0.634766699
1071,0.634821652,0.634702544,0.634236804,0.635545078,0.634323544,0.63455412,0.634438555,0.635051483,0.635314499,0.63501517
1072,0.634972894,0.634936889,0.634636131,0.635788826,0.634620549,0.634632933,0.634803518,0.635391727,0.63583365,0.635243054
1073,0.635051978,0.634993585,0.634996301,0.635710597,0.635065233,0.634721983,0.635332692,0.635491887,0.636270811,0.63558692
1074,0.634777034,0.634784558,0.635101179,0.635608864,0.635286714,0.634607992,0.635456386,0.635137203,0.636254678,0.635465736
1075,0.634761462,0.634589074,0.635232787,0.635711288,0.635426942,0.634635804,0.635370092,0.634830945,0.636302664,0.635436354
1076,0.635320934,0.634899285,0.635481859,0.635964227,0.635615182,0.635155075,0.635724176,0.634883082,0.636460735,0.635926235
1077,0.635687769,0.635287324,0.635682529,0.636236593,0.635875273,0.635570116,0.635978767,0.635132217,0.636502886,0.636287901
1078,0.636036761,0.635727803,0.635865803,0.636419774,0.636285606,0.635716738,0.635979172,0.635648829,0.636711199,0.636576328
1079,0.63650335,0.636126726,0.636097289,0.636639452,0.636729106,0.635982057,0.636238667,0.636090567,0.636973543,0.636755527
1080,0.636729242,0.636339637,0.636328595,0.636778229,0.636993206,0.636122481,0.636369567,0.636393309,0.637170992,0.63683562
1081,0.637017809,0.636663842,0.636475811,0.636940271,0.636989367,0.636403381,0.636459973,0.636808181,0.637630577,0.637129906
1082,0.637465729,0.636936469,0.636717498,0.637283847,0.637141082,0.637009962,0.636946306,0.637093721,0.638132992,0.637586955
1083,0.637712171,0.63722505,0.637109836,0.637547055,0.637414802,0.637406198,0.637356136,0.637429087,0.63844218,0.638038214
1084,0.637721054,0.637532695,0.637598051,0.63784026,0.637499963,0.637738957,0.637595536,0.637758672,0.638625558,0.638269441
1085,0.637791765,0.637746316,0.638089299,0.637976252,0.637796448,0.638064613,0.637695455,0.637868743,0.638779651,0.638387494
1086,0.638008949,0.6379445,0.638196221,0.637919783,0.638075584,0.638070604,0.637649521,0.638042305,0.638713171,0.638457401
1087,0.638167222,0.638017542,0.638226421,0.638014193,0.638195594,0.638075117,0.637787978,0.638202601,0.638711063,0.638506518
1088,0.638339301,0.638022032,0.637978205,0.638061174,0.638129847,0.637968651,0.637977756,0.63834235,0.638671253,0.638468999
1089,0.638588534,0.638043993,0.638045362,0.638273779,0.638293565,0.638034259,0.638202359,0.638401288,0.639010753,0.638706307
1090,0.638778265,0.638080882,0.638177368,0.638766849,0.63856849,0.638236524,0.638490882,0.638648589,0.63919036,0.638903999
1091,0.638844852,0.638207526,0.63828001,0.63922093,0.638745066,0.638608468,0.638837322,0.638992403,0.63930804,0.639153551
1092,0.639002803,0.638553887,0.638813589,0.639497687,0.638885803,0.639077634,0.638976721,0.639183167,0.639576342,0.63947604
1093,0.639140496,0.638822233,0.639005395,0.639670788,0.639182389,0.639362768,0.639076555,0.639337249,0.639521552,0.639527672
1094,0.639396583,0.639259944,0.638964698,0.639754234,0.63952249,0.639494923,0.639235863,0.639497743,0.639629053,0.639834351
1095,0.639573629,0.639647182,0.639286465,0.639721084,0.639731315,0.639506089,0.639469808,0.639513285,0.639870455,0.639981275
1096,0.639554687,0.639807564,0.639385052,0.63991589,0.640049873,0.639494515,0.6397843,0.63961759,0.639990014,0.639997617
1097,0.639748523,0.640038987,0.639600479,0.640149007,0.640201084,0.639613579,0.639943649,0.639926556,0.640285104,0.640361773
1098,0.639999991,0.639976159,0.640042615,0.640242781,0.64011763,0.639725192,0.640089081,0.640210318,0.64051282,0.64049723
1099,0.640226587,0.639888364,0.640173241,0.640487159,0.640083923,0.639850816,0.640179556,0.640400221,0.640617969,0.640503153
1100,0.640381051,0.640009388,0.640097061,0.640650588,0.640007513,0.639815783,0.640016237,0.640353139,0.640624296,0.640485587
1101,0.640438155,0.640095987,0.640043735,0.640617345,0.640007883,0.639759352,0.640009938,0.640191013,0.640620052,0.640319438
1102,0.640379113,0.640193957,0.639896747,0.640510468,0.640108512,0.639812177,0.640129492,0.639962237,0.64049249,0.640212807
1103,0.640115612,0.640334015,0.639786973,0.640615886,0.64015798,0.639861022,0.640138514,0.639751741,0.640392086,0.640281203
1104,0.640105741,0.640466228,0.639820008,0.640685437,0.640239597,0.639986959,0.640201051,0.639764479,0.640415289,0.640461754
1105,0.640429981,0.640631535,0.640168777,0.640841314,0.640530806,0.640409586,0.640420136,0.640080379,0.640611821,0.641047911
1106,0.640494665,0.640756415,0.640206857,0.640900588,0.640644888,0.640552302,0.640535457,0.640248795,0.640738199,0.641318049
1107,0.640499967,0.640904627,0.640120612,0.641000733,0.640671383,0.640629113,0.640578986,0.640493218,0.64095894,0.641596798
1108,0.64057876,0.640951748,0.640154144,0.640870072,0.640602124,0.64055077,0.640632533,0.640745394,0.641045783,0.641600129
1109,0.640510042,0.640940958,0.640025003,0.640669935,0.6405178,0.640264119,0.640645974,0.640674592,0.640818517,0.641365113
1110,0.640279274,0.640957384,0.640082819,0.640658561,0.64048481,0.64027952,0.640794426,0.640613492,0.640950519,0.641258316
1111,0.640353781,0.640945365,0.640385066,0.640798646,0.640484043,0.640438262,0.640961856,0.640715987,0.641007197,0.64111534
1112,0.640431891,0.640880302,0.640594303,0.640917646,0.640669138,0.640462293,0.640901652,0.640688499,0.640913303,0.640919338
1113,0.640450233,0.640868385,0.640741043,0.640910794,0.64092095,0.640830209,0.64084618,0.640829676,0.641178572,0.640944232
1114,0.64049457,0.640903458,0.640720126,0.641079785,0.641079547,0.641030308,0.640757915,0.641057542,0.64135556,0.640943819
