Wavelength,Bel-fruit00000.asd,Bel-fruit00001.asd,Bel-fruit00002.asd,Bel-fruit00003.asd,Bel-fruit00004.asd,Bel-fruit00005.asd,Bel-fruit00006.asd,Bel-fruit00007.asd,Bel-fruit00008.asd,Bel-fruit00009.asd
878,0.77697851,0.776774924,0.776953964,0.77681196,0.776616981,0.77676574,0.776684018,0.777107051,0.776923528,0.776913744
879,0.777045786,0.77675434,0.777052941,0.77691906,0.776804358,0.776812202,0.776671996,0.777311798,0.776994453,0.77687355
880,0.776862113,0.776732496,0.777215469,0.776896258,0.776605889,0.776724906,0.77685276,0.777249956,0.777119848,0.776788788
881,0.77703308,0.776960525,0.777196349,0.776958067,0.776627223,0.776760687,0.776744808,0.777385416,0.777103096,0.776849143
882,0.777012186,0.776883501,0.777052066,0.776944164,0.776552236,0.776604318,0.776728413,0.77711699,0.777025493,0.776651583
883,0.776940134,0.776805648,0.776948631,0.776939674,0.776635934,0.776485675,0.776851237,0.776848265,0.777060529,0.776579688
884,0.777035466,0.777024041,0.776983499,0.776973993,0.777015262,0.776587896,0.776987367,0.777011439,0.777233493,0.776915289
885,0.777027928,0.776834347,0.776911714,0.776610718,0.776872312,0.776325133,0.776792067,0.777037447,0.776977576,0.776742211
886,0.776951234,0.776618526,0.776659876,0.776347649,0.776611,0.776206638,0.776770513,0.77691089,0.776722267,0.776510182
887,0.776838849,0.776603552,0.776601327,0.776458906,0.776485838,0.77635404,0.776835622,0.776853216,0.776733394,0.776469331
888,0.776753941,0.776824305,0.777005249,0.776901129,0.77657146,0.776607312,0.776722681,0.777036335,0.777015667,0.776679149
889,0.776909763,0.776825604,0.776605893,0.77679308,0.776455882,0.776490289,0.776817056,0.776794997,0.77679289,0.776838498
890,0.776742291,0.776745693,0.77634202,0.776596727,0.776411657,0.776141034,0.776529116,0.776646318,0.776647239,0.776588456
891,0.776369945,0.776504086,0.776412053,0.77646559,0.776328075,0.775903864,0.776067441,0.776640541,0.776660722,0.776248096
892,0.776324738,0.776026999,0.776459202,0.776333059,0.775948732,0.776110012,0.776097141,0.776513946,0.77655457,0.77643407
893,0.776346097,0.776454457,0.776545373,0.776462196,0.775965152,0.77617174,0.776232982,0.776424018,0.776336262,0.776419241
894,0.776600349,0.776676653,0.776740023,0.776617555,0.776476892,0.776422661,0.776501842,0.776546972,0.776553293,0.776431086
895,0.776861352,0.776441336,0.7768373,0.776606125,0.776894953,0.776692692,0.776683359,0.776732134,0.776914345,0.776481865
896,0.77659295,0.776465212,0.776473358,0.776379833,0.776257444,0.776354038,0.776381365,0.77657285,0.776453039,0.776324068
897,0.776354316,0.776240139,0.776500054,0.776411423,0.776125601,0.776012677,0.776130376,0.776373928,0.776404505,0.776054117
898,0.77624304,0.776166399,0.776454206,0.776320244,0.776118073,0.775831617,0.776035658,0.776332291,0.776361311,0.775984528
899,0.776158692,0.776265161,0.77622978,0.776054811,0.775991754,0.775767464,0.776048137,0.776467076,0.776120654,0.77616402
900,0.775863008,0.775941766,0.776397384,0.77612852,0.776044998,0.7756015,0.776005569,0.776575715,0.776045543,0.776256632
901,0.775971272,0.775730042,0.776162135,0.776146361,0.775895903,0.7754277,0.775837122,0.776326934,0.775873212,0.776132346
902,0.775781578,0.775724877,0.775883709,0.776006817,0.775443711,0.775244087,0.775658082,0.775985915,0.775677787,0.775816518
903,0.775138723,0.775708299,0.775729236,0.77566456,0.774899569,0.774999504,0.775480965,0.775692933,0.775478691,0.775392891
904,0.775315438,0.775085495,0.77509725,0.775062433,0.774885212,0.774581957,0.775057664,0.775119919,0.775080135,0.774952588
905,0.775181705,0.775132367,0.775020995,0.775036517,0.774933299,0.774665607,0.775085208,0.775123226,0.77496613,0.775016226
906,0.774887342,0.775329083,0.775018599,0.775025552,0.77489107,0.774641679,0.77502156,0.775095417,0.774830243,0.775019338
907,0.774783804,0.775076061,0.774686025,0.774587023,0.774727208,0.774226038,0.774531837,0.774649082,0.774513716,0.774598314
908,0.774888388,0.774817006,0.774863968,0.774541897,0.774484413,0.77486707,0.774659425,0.774955558,0.77478325,0.774641127
909,0.77468746,0.774529733,0.774823594,0.774531361,0.774425996,0.774691793,0.774292069,0.775018108,0.774736419,0.774535558
910,0.774583196,0.77441724,0.774657559,0.774542519,0.7744614,0.774213608,0.774077452,0.774832079,0.774674764,0.774486906
911,0.774936536,0.774545194,0.774624624,0.774596797,0.774434593,0.774290646,0.774597315,0.774700821,0.774939044,0.774717381
912,0.774958502,0.774357336,0.774607274,0.774494401,0.774470383,0.774121764,0.774227876,0.774830786,0.774619479,0.774647507
913,0.774455742,0.774102972,0.774401046,0.774322798,0.774043554,0.773991045,0.77407492,0.774586655,0.774281299,0.774295953
914,0.773890283,0.773781284,0.774106047,0.773987512,0.773499005,0.773705303,0.774044993,0.774040581,0.773934317,0.773837367
915,0.773759189,0.773395615,0.773932795,0.773495842,0.773370912,0.773076386,0.773663073,0.773644922,0.773504454,0.773500911
916,0.773322315,0.773430686,0.773957388,0.77361117,0.773254194,0.772732155,0.773114291,0.77402536,0.773645317,0.773389687
917,0.773231349,0.773211012,0.773593819,0.773406004,0.77308292,0.772736732,0.773078041,0.773781161,0.773505984,0.773133704
918,0.773224821,0.772947315,0.773153008,0.773102677,0.77298246,0.772722518,0.773166789,0.773134246,0.773222994,0.772859066
919,0.772733704,0.773128763,0.773194383,0.773275614,0.773041735,0.772316304,0.772682166,0.773036666,0.77329158,0.77284607
920,0.772530769,0.772792337,0.772646143,0.772508346,0.772543325,0.772451912,0.772776185,0.77282736,0.772775022,0.772542813
921,0.772360139,0.772663414,0.772428115,0.772314714,0.772270877,0.772345755,0.772626051,0.772779838,0.772613796,0.772453545
922,0.772202997,0.77284516,0.77255023,0.772673662,0.77244979,0.772043696,0.772307546,0.7728255,0.77273089,0.772595497
923,0.772199854,0.772904594,0.772393643,0.772537054,0.772704579,0.772100977,0.772411241,0.772665783,0.77240082,0.772579401
924,0.772171008,0.772487437,0.77229671,0.772668087,0.771966736,0.771828486,0.771968194,0.772380046,0.772177204,0.77204608
925,0.771869155,0.77200458,0.77216915,0.772159611,0.771761708,0.771733879,0.771433883,0.772073979,0.772153762,0.771743283
926,0.771308589,0.771468405,0.771729496,0.771169321,0.771853881,0.771575415,0.771033392,0.77164051,0.771940935,0.7716348
927,0.770815619,0.770674069,0.770777913,0.770806212,0.770690935,0.770643836,0.770706747,0.770938795,0.771017368,0.771091372
928,0.771317451,0.771278988,0.770892584,0.771034617,0.77085895,0.770697269,0.770761843,0.771220272,0.771035611,0.77137509
929,0.771459997,0.771466563,0.771004507,0.771303229,0.771036226,0.770592465,0.770953609,0.771227645,0.77117443,0.771184573
930,0.77082619,0.770744876,0.77067995,0.771062342,0.770478007,0.769964345,0.770860704,0.770548516,0.770784315,0.770221668
931,0.770238418,0.770330402,0.770420583,0.770024325,0.769618854,0.769531825,0.770078174,0.769958318,0.769837851,0.769522858
932,0.769379384,0.76913106,0.769352302,0.769420734,0.769225578,0.768319056,0.769380532,0.769437555,0.769221778,0.769203
933,0.768569047,0.768266442,0.76839221,0.768850718,0.768546701,0.767602132,0.768537186,0.768796701,0.768509657,0.768625132
934,0.768029525,0.768059005,0.76812485,0.768196151,0.767616845,0.767629459,0.767630947,0.768148256,0.767722848,0.76777405
935,0.767729915,0.767510828,0.768287487,0.767927613,0.767604252,0.767076531,0.767238846,0.76792234,0.767585744,0.767464628
936,0.767520903,0.766969602,0.767633771,0.767263508,0.767666531,0.766729426,0.766849608,0.766946491,0.767269661,0.766848987
937,0.76668697,0.766277628,0.766437338,0.766219144,0.766815596,0.765940925,0.765910491,0.765969244,0.766390329,0.76600111
938,0.765404124,0.765438528,0.765305833,0.765175786,0.765219367,0.764729617,0.76463675,0.765438082,0.765330315,0.765212936
939,0.765097124,0.764762065,0.764782639,0.764726778,0.764572465,0.76428266,0.764213914,0.764855504,0.765280175,0.764793157
940,0.764276393,0.764073223,0.76388515,0.763900809,0.763476689,0.76342059,0.763284126,0.763886967,0.764347255,0.7641572
941,0.763103974,0.763152222,0.763010698,0.763190618,0.762457117,0.762508884,0.762701115,0.762960469,0.763103414,0.763293199
942,0.761971817,0.76207383,0.762317338,0.762727658,0.761947704,0.761841433,0.762646309,0.762350148,0.762160431,0.76235939
943,0.761055592,0.7613661,0.761145778,0.761620478,0.761593199,0.761086167,0.761578815,0.761788472,0.761320909,0.761561798
944,0.760006662,0.760567722,0.760147992,0.760735193,0.760178921,0.760046419,0.760792919,0.760700831,0.760324389,0.7605252
945,0.759185773,0.759548767,0.75920997,0.759745321,0.758926755,0.759118851,0.759697286,0.759699164,0.759297036,0.759508662
946,0.758610632,0.758421168,0.758226105,0.75849673,0.758434402,0.758382856,0.758034462,0.758958929,0.758354566,0.758588903
947,0.757432823,0.75757598,0.757430345,0.757626464,0.757134645,0.757115863,0.756885292,0.75738601,0.757418054,0.757270775
948,0.755860868,0.756192353,0.755864237,0.755991649,0.756320539,0.755446448,0.755406795,0.756038329,0.756116066,0.755805548
949,0.754630346,0.754845497,0.754482104,0.754642434,0.755250413,0.754091969,0.754332005,0.754895694,0.75480812,0.754448046
950,0.753859027,0.753955285,0.753794132,0.754043047,0.753485335,0.75322134,0.753759689,0.753706525,0.753738534,0.75329365
951,0.752188375,0.752928624,0.752456391,0.752408773,0.752169477,0.751635679,0.75181952,0.752336585,0.752539263,0.752122414
952,0.750823897,0.75082375,0.75100759,0.75101818,0.750893649,0.749946839,0.750251829,0.750517944,0.750909113,0.750497454
953,0.749371184,0.748819804,0.749285991,0.749463283,0.749228322,0.748168982,0.748811473,0.748870664,0.748942842,0.748841734
954,0.74756918,0.747727954,0.747378184,0.747571939,0.747223933,0.746456791,0.747117874,0.747834789,0.747052559,0.747467399
955,0.746341207,0.746242659,0.746219626,0.746607283,0.745960122,0.745545648,0.745646327,0.746952687,0.746003271,0.745894302
956,0.745366196,0.744753037,0.744933163,0.74531567,0.744514111,0.744697863,0.744762015,0.745099171,0.744713106,0.74444983
957,0.743645707,0.74298338,0.743357715,0.743379406,0.742777717,0.743075641,0.743429174,0.742972283,0.74313621,0.742907792
958,0.74121359,0.741050295,0.741689873,0.741204069,0.741114743,0.740711347,0.741271033,0.741457231,0.741569551,0.741181889
959,0.740837775,0.740282964,0.740416762,0.740104439,0.740395875,0.739548877,0.740312413,0.7405025,0.740324448,0.739810843
960,0.739499843,0.739288664,0.739175749,0.73925736,0.739070117,0.738614779,0.739103591,0.739440024,0.739383236,0.738942815
961,0.738253797,0.738392136,0.738179532,0.738295851,0.737841999,0.737588194,0.737999574,0.738509819,0.738236285,0.738122619
962,0.738002377,0.737799314,0.737476148,0.737164895,0.737297545,0.736473844,0.737292242,0.737815986,0.736750271,0.737050505
963,0.736368189,0.736225933,0.736361853,0.736248634,0.736099327,0.735637426,0.735894695,0.73647344,0.736036175,0.736298048
964,0.735546468,0.734808411,0.735297148,0.73524797,0.735226465,0.73496286,0.734712364,0.73516159,0.735142391,0.735135646
965,0.734910909,0.734132122,0.734837569,0.734958482,0.734428249,0.734275046,0.734151155,0.734318706,0.734444151,0.734185106
966,0.733832891,0.734096828,0.734856352,0.73536779,0.733567669,0.733640439,0.73404924,0.734033748,0.734170768,0.733952313
967,0.733787142,0.733427652,0.733555389,0.733755728,0.733664947,0.733796685,0.733290885,0.733783757,0.733200908,0.733674882
968,0.733281286,0.733115342,0.732838507,0.733614936,0.733709991,0.732973411,0.73313481,0.733242722,0.733394503,0.733277634
969,0.732551081,0.732824512,0.732234218,0.73337968,0.73300778,0.731711524,0.732364529,0.732424417,0.733379548,0.732554169
970,0.732027222,0.73208237,0.731229514,0.73168634,0.731623031,0.730868739,0.730568111,0.731677772,0.732041776,0.731543964
971,0.731263672,0.73102723,0.730971013,0.731443296,0.731069513,0.730189765,0.73099842,0.731825119,0.731296506,0.730849196
972,0.731004229,0.730495457,0.73088097,0.73068932,0.730904147,0.729769548,0.730875725,0.730852522,0.730510032,0.730322705
973,0.730810278,0.730234289,0.730263976,0.72990887,0.730081465,0.729478282,0.730274489,0.729920055,0.729776615,0.729940782
974,0.73038092,0.729852827,0.729178858,0.729820293,0.72858024,0.729240394,0.72997229,0.730064573,0.729361612,0.729629669
975,0.7306246,0.729503198,0.729461251,0.730005785,0.729169287,0.729303772,0.730340977,0.729699857,0.729480734,0.729150723
976,0.72997719,0.72952698,0.72956683,0.729593957,0.728692369,0.728293315,0.729421513,0.72930864,0.729791829,0.729072586
977,0.729743185,0.729444256,0.72944175,0.729577437,0.728641841,0.72790521,0.728853353,0.729588987,0.729757619,0.728984234
978,0.730454183,0.728998937,0.729310769,0.730342998,0.729751245,0.728957559,0.729501009,0.730285361,0.729117532,0.728546505
979,0.72908413,0.728984197,0.72902899,0.729703586,0.728066935,0.728318948,0.728109213,0.728939045,0.728284701,0.728235261
980,0.728444226,0.728734762,0.728699564,0.729276416,0.728085115,0.728528288,0.727902954,0.728482807,0.728497258,0.7282473
981,0.728464854,0.72857048,0.728429182,0.728773891,0.728440616,0.728581669,0.728115685,0.728874268,0.728838092,0.728618773
982,0.72859536,0.72873837,0.728533446,0.728190383,0.727757781,0.727772223,0.727982568,0.729272029,0.728684975,0.728977106
983,0.72902615,0.72877732,0.729728853,0.729116166,0.728111642,0.727990229,0.729086891,0.729085548,0.729375494,0.728320155
984,0.729392884,0.728786023,0.729082145,0.728864914,0.727748558,0.727830304,0.728748366,0.728369861,0.729057522,0.728331359
985,0.729193422,0.728599589,0.728317758,0.728443044,0.727700889,0.727624998,0.728212204,0.72821646,0.728429203,0.728693341
986,0.728715621,0.728531099,0.728961721,0.729030459,0.728550681,0.727966664,0.728692853,0.729131045,0.728605096,0.728960414
987,0.72963404,0.729790943,0.729678192,0.730152672,0.728714557,0.729027058,0.729274498,0.730009058,0.730042843,0.729499869
988,0.729430384,0.72988362,0.729776363,0.729735153,0.728788543,0.729550168,0.729706805,0.729892049,0.730055891,0.729360278
989,0.729818081,0.730041073,0.729948474,0.729706548,0.729446068,0.7298132,0.73053916,0.730067,0.729728741,0.729308288
990,0.731466176,0.731099524,0.730762975,0.731098363,0.730716313,0.730250639,0.73148547,0.731191941,0.730074602,0.729905217
991,0.731645593,0.731637946,0.73186298,0.731727009,0.731511997,0.730819969,0.730678245,0.731858982,0.730305066,0.730582307
992,0.731530962,0.731082603,0.732097063,0.73195914,0.731140713,0.730716825,0.731168296,0.73138449,0.730846028,0.729715824
993,0.731453198,0.731141643,0.731638193,0.732272591,0.730946552,0.730536336,0.73204342,0.730855776,0.731207942,0.729696498
994,0.731876914,0.732373545,0.731434578,0.732852685,0.731654599,0.730872027,0.732470714,0.731247581,0.731566228,0.731218687
995,0.733485259,0.732914925,0.73282874,0.733338153,0.732327871,0.73172285,0.733059216,0.732573101,0.733166792,0.731311041
996,0.734159089,0.733367687,0.73382598,0.733375198,0.732755572,0.731905491,0.733069587,0.733763928,0.733805536,0.732178968
997,0.733915559,0.733906162,0.734017016,0.733833245,0.733497048,0.732005853,0.733249885,0.734728696,0.73406738,0.73359609
998,0.733482032,0.734467672,0.733637929,0.734477216,0.73448803,0.732455214,0.733729244,0.735081357,0.73443329,0.734682287
999,0.733778907,0.734786672,0.733390822,0.733675353,0.734752294,0.733032665,0.733610274,0.73414893,0.734569309,0.734575839
1000,0.734395924,0.735001952,0.734687856,0.734213167,0.73479627,0.734269238,0.734116904,0.735678476,0.7350912,0.735398545
1001,0.716858947,0.716859053,0.716770798,0.715614873,0.719172214,0.715454183,0.716406769,0.716815866,0.716920413,0.716126186
1002,0.717405175,0.717862786,0.717931165,0.716500374,0.719729646,0.716017993,0.717182668,0.717798587,0.717625848,0.717103586
1003,0.718544598,0.718569189,0.718870147,0.717608877,0.719906289,0.717243322,0.717717847,0.718781012,0.71836419,0.717458869
1004,0.719402123,0.71924874,0.719610904,0.718529867,0.720148046,0.71851783,0.718106936,0.719432532,0.719291252,0.718160408
1005,0.719827848,0.719673405,0.719806653,0.718759303,0.720259736,0.719334932,0.718603846,0.719496007,0.719739788,0.718980784
1006,0.720054639,0.71972534,0.719406478,0.719238938,0.720152573,0.719833785,0.719195847,0.719783368,0.720138733,0.719351548
1007,0.720626786,0.720081504,0.71955057,0.71982932,0.720632137,0.72030713,0.719719746,0.720294483,0.720836176,0.719870847
1008,0.720992229,0.720405756,0.719215951,0.720337793,0.721456433,0.719984369,0.720002845,0.720859973,0.721440118,0.720333031
1009,0.721635658,0.721043499,0.719869508,0.721008254,0.722235832,0.72056766,0.720647604,0.721569708,0.722138693,0.721000481
1010,0.72295507,0.721926528,0.721710912,0.722068996,0.723620499,0.721784856,0.721547811,0.722683147,0.723501655,0.721892117
1011,0.723895626,0.722801808,0.722834857,0.722815817,0.72459627,0.722739115,0.722285272,0.723491975,0.724307217,0.722637298
1012,0.724684952,0.723888777,0.724181431,0.723346689,0.725420971,0.723888243,0.722990294,0.724173661,0.724724039,0.723484916
1013,0.725235895,0.725000101,0.725093542,0.724143057,0.725908289,0.725019695,0.724042106,0.724932098,0.725058916,0.724199097
1014,0.726244982,0.725802724,0.725542883,0.725232991,0.72670368,0.726103487,0.725065179,0.725882374,0.726113448,0.724945214
1015,0.726717759,0.726561077,0.726005949,0.725964262,0.727406115,0.726520833,0.725885664,0.726820086,0.726692007,0.725366391
1016,0.726675585,0.727111324,0.726416355,0.726570466,0.728110544,0.726957226,0.726449871,0.727389834,0.727191722,0.725992233
1017,0.727354879,0.727292366,0.727242866,0.727524548,0.728751949,0.727506849,0.727161457,0.728384876,0.727657265,0.726887466
1018,0.727779804,0.727879512,0.728167241,0.728015146,0.729245574,0.727712959,0.727652791,0.729130391,0.72765299,0.727333125
1019,0.728407653,0.728818037,0.728793091,0.728371021,0.729802038,0.728235203,0.728105428,0.729618209,0.728263606,0.728030294
1020,0.72976839,0.729738083,0.730124308,0.729112152,0.73071866,0.729390902,0.729317916,0.730458203,0.729293762,0.729186776
1021,0.73059474,0.730776623,0.731182107,0.729989649,0.731784614,0.73053621,0.730199384,0.73114076,0.73030725,0.729982117
1022,0.731639813,0.731885148,0.732248491,0.731067596,0.732749594,0.73156561,0.731219949,0.731951185,0.731408828,0.730939307
1023,0.732991876,0.733180348,0.733851517,0.732644976,0.733964575,0.733078294,0.732707317,0.732822536,0.732782818,0.732235377
1024,0.733856695,0.733980489,0.734600877,0.733657726,0.734822838,0.733738933,0.733555795,0.733532634,0.733666501,0.733081246
1025,0.734459931,0.734487239,0.734388552,0.734481616,0.735336746,0.733510603,0.733829412,0.734024229,0.734275183,0.733517409
1026,0.735260551,0.735392872,0.735162104,0.735387942,0.736071743,0.734141163,0.734783738,0.735008588,0.735259302,0.734557347
1027,0.735819507,0.736275357,0.736087544,0.736067811,0.736768103,0.734769099,0.735893081,0.736037801,0.736370784,0.735824272
1028,0.736574644,0.736929036,0.736713421,0.736825158,0.737664893,0.735399366,0.736584791,0.737578875,0.737120693,0.736910163
1029,0.737592836,0.737674983,0.737931065,0.737511578,0.738121519,0.736662459,0.737603112,0.738667406,0.737591228,0.737820341
1030,0.738846566,0.738810733,0.738897542,0.738664562,0.738995363,0.737745478,0.738525433,0.739535178,0.738415994,0.738526227
1031,0.739865525,0.739586086,0.739199292,0.739726415,0.740351576,0.738703084,0.738966726,0.740293793,0.739007925,0.739251075
1032,0.740193287,0.74004158,0.739452443,0.74015949,0.740556548,0.739383099,0.739216155,0.740252244,0.738908846,0.739627167
1033,0.741111449,0.741229076,0.740095714,0.741007222,0.741405817,0.740250918,0.74031646,0.740666882,0.739705026,0.740430745
1034,0.741950036,0.74250807,0.740924455,0.741650269,0.742528724,0.741093597,0.74141332,0.741820626,0.740718441,0.741240595
1035,0.742438471,0.743268777,0.741649394,0.74169567,0.742323815,0.741192144,0.741931895,0.742775382,0.741402776,0.741426774
1036,0.743633202,0.744251153,0.742400051,0.742515739,0.742908123,0.741769168,0.742941346,0.743433747,0.742738564,0.7421936
1037,0.744027541,0.74486179,0.742925424,0.743225209,0.743895841,0.7425628,0.743479822,0.744174464,0.743580799,0.742922063
1038,0.74404617,0.744849764,0.743449901,0.743637694,0.744135307,0.743245365,0.743810154,0.744739881,0.743969302,0.743543056
1039,0.744500566,0.745127924,0.744047248,0.744352382,0.744772772,0.744099924,0.744450986,0.745231026,0.74460361,0.744161909
1040,0.745083945,0.74518432,0.744604806,0.745243141,0.745994952,0.745424882,0.745564342,0.745373345,0.745021905,0.744567969
1041,0.745650307,0.745604581,0.745339869,0.745947544,0.746852209,0.746230688,0.746048371,0.745958897,0.7454924,0.745045124
1042,0.746513258,0.74634802,0.746330248,0.746719384,0.747576666,0.746930602,0.746325464,0.746812596,0.746169297,0.745571067
1043,0.747169324,0.746995361,0.746916519,0.747572803,0.748217872,0.747403118,0.746631861,0.747434446,0.746852291,0.746211371
1044,0.74750883,0.747336403,0.747697442,0.748139028,0.748777682,0.747478356,0.746796251,0.747939347,0.747135477,0.746599469
1045,0.748074272,0.747787498,0.748400951,0.748572477,0.749103887,0.747791435,0.746974115,0.748450027,0.747437384,0.74717634
1046,0.748297541,0.747871269,0.748723773,0.748592138,0.749481303,0.747706951,0.747611039,0.748901314,0.747843109,0.747603721
1047,0.74879167,0.748337191,0.749553602,0.748924158,0.750069445,0.747866307,0.748753304,0.749090446,0.748433453,0.74805874
1048,0.749630476,0.749087896,0.749942346,0.749188181,0.750452192,0.748399236,0.749609586,0.74952509,0.748831033,0.748573094
1049,0.750335096,0.749838713,0.750378249,0.749624405,0.750792013,0.748660603,0.750230768,0.75036567,0.749428325,0.749104839
1050,0.751226194,0.750677329,0.751142766,0.750522704,0.751203243,0.749229359,0.75078811,0.751056619,0.749923137,0.749750302
1051,0.75162772,0.751129866,0.751404154,0.750868005,0.751629334,0.749455393,0.751294896,0.752045992,0.750276341,0.750120645
1052,0.751498027,0.751529645,0.751788974,0.751156001,0.752058002,0.74963973,0.751622603,0.75283871,0.75084596,0.750343222
1053,0.751665373,0.752013645,0.752255113,0.751751019,0.752693126,0.750292655,0.752021908,0.753080116,0.751034077,0.750801444
1054,0.752000038,0.752437873,0.752643751,0.752270415,0.753304041,0.75091841,0.752639567,0.753396155,0.751425925,0.751344217
1055,0.752245627,0.752600121,0.752693075,0.752695386,0.753718662,0.751832536,0.753442437,0.753235835,0.751936577,0.751849497
1056,0.752742891,0.752996287,0.753086522,0.75306182,0.754181563,0.752542564,0.753787589,0.753489156,0.752368793,0.752446733
1057,0.753748012,0.753611019,0.753779478,0.753459782,0.754756102,0.75334069,0.754047129,0.753880887,0.75275774,0.753302172
1058,0.754321724,0.754078177,0.754226621,0.753997838,0.755516811,0.753671093,0.754635155,0.754493016,0.753325599,0.754054087
1059,0.754691417,0.754291327,0.754463545,0.754274769,0.756014146,0.754088688,0.754605467,0.755246671,0.753814823,0.754461145
1060,0.755213965,0.754962212,0.755211896,0.75499456,0.756350126,0.754558627,0.754805894,0.755893859,0.754182621,0.754777588
1061,0.755072586,0.754978604,0.755514257,0.755691663,0.756557301,0.754743087,0.754952749,0.755910587,0.754358845,0.754891502
1062,0.755044675,0.754881416,0.75584478,0.755949591,0.756583531,0.755102741,0.755006083,0.756128638,0.754633791,0.755003056
1063,0.755423352,0.755549094,0.756671435,0.756355208,0.756676023,0.755536897,0.755404197,0.756460818,0.755083649,0.755473157
1064,0.755755521,0.75598819,0.757026898,0.756837405,0.756985495,0.755946954,0.755729147,0.756744104,0.755604285,0.756053332
1065,0.756552963,0.756487303,0.757179688,0.757357709,0.757343208,0.756683088,0.7563009,0.757471008,0.756547734,0.756394769
1066,0.757299039,0.7572643,0.757393992,0.757783896,0.757614568,0.757383829,0.756798925,0.757793936,0.75745363,0.756677212
1067,0.757638649,0.75747816,0.75727625,0.757896011,0.757939969,0.757969563,0.7571378,0.757569737,0.757868945,0.756852761
1068,0.757721545,0.757458451,0.757256362,0.757858775,0.758164357,0.758199903,0.757536904,0.757582038,0.757994742,0.756584572
1069,0.757665201,0.757924965,0.757730065,0.758121219,0.758712612,0.758151021,0.757704838,0.757808014,0.75805529,0.756564034
1070,0.757919227,0.758523835,0.758299107,0.758565052,0.759561294,0.758312077,0.758078316,0.75827987,0.758287151,0.756998756
1071,0.758258662,0.758972942,0.758751623,0.758840003,0.760045746,0.758473132,0.758506949,0.758739097,0.758556195,0.757405588
1072,0.758639825,0.75943003,0.759302095,0.759101849,0.760359072,0.758490385,0.758947129,0.759500631,0.759015576,0.757756895
1073,0.759082347,0.759872251,0.759648912,0.759318762,0.760695048,0.758722047,0.759249702,0.759958698,0.759474309,0.758451749
1074,0.75956935,0.760063421,0.759726979,0.759650369,0.760579473,0.759406846,0.759791716,0.760061888,0.759724871,0.759285054
1075,0.759845683,0.760061358,0.759774608,0.759967737,0.760278659,0.759859091,0.760207735,0.760007142,0.759782024,0.759724706
1076,0.760091625,0.760136471,0.760001025,0.760259788,0.760515738,0.7602184,0.760505391,0.76009737,0.760008863,0.760092431
1077,0.760196039,0.76033853,0.760297471,0.760708082,0.760786749,0.760690249,0.760815405,0.760154011,0.760259357,0.76033761
1078,0.76040273,0.760646626,0.760622938,0.760973552,0.761228382,0.760881757,0.761017871,0.760136417,0.760530759,0.760399291
1079,0.760653174,0.760760761,0.760995834,0.760997188,0.761636726,0.760822191,0.761302763,0.760440059,0.76091552,0.760357589
1080,0.760553955,0.760794456,0.761102121,0.760947189,0.761537663,0.76080953,0.761506052,0.760710888,0.761178665,0.760055515
1081,0.760744671,0.760985948,0.761364356,0.76115641,0.761581999,0.76081979,0.76164859,0.761115381,0.761620076,0.760117573
1082,0.761094245,0.761304824,0.761754788,0.761545133,0.761945232,0.760957727,0.761924405,0.761778959,0.761986862,0.760498924
1083,0.761200975,0.761749426,0.761939684,0.761761247,0.762236482,0.761516494,0.76193594,0.762287638,0.762098488,0.760593531
1084,0.761427418,0.762205416,0.762253827,0.762075705,0.762601801,0.762034718,0.761849057,0.762525409,0.76222277,0.760740408
1085,0.761534272,0.762468528,0.762318751,0.762182273,0.76281768,0.762180614,0.762139171,0.762424575,0.762109837,0.761064422
1086,0.761763109,0.762363611,0.762224448,0.762037921,0.762810075,0.762076507,0.762271044,0.762419379,0.761890706,0.76127751
1087,0.761951405,0.762304356,0.762217356,0.762027606,0.762827306,0.762110343,0.762221304,0.762324679,0.761861405,0.761400935
1088,0.762228996,0.762123211,0.762282983,0.762064426,0.762805649,0.761917908,0.762128754,0.762109633,0.761946322,0.761591419
1089,0.762334801,0.761980278,0.762111008,0.761926777,0.762907575,0.762009953,0.762202195,0.761855734,0.762060248,0.761904974
1090,0.762451165,0.762009113,0.761997142,0.761860885,0.762915627,0.762273518,0.761915364,0.761937179,0.76206878,0.761802638
1091,0.76212364,0.762060734,0.761906204,0.761825287,0.762604449,0.762389163,0.761581965,0.761966952,0.762054899,0.761375017
1092,0.761752983,0.761998487,0.761780331,0.761557433,0.762430598,0.762315981,0.761605936,0.761935713,0.761923826,0.761130093
1093,0.761733683,0.761919958,0.761886928,0.761593075,0.762213772,0.762125988,0.761544232,0.761998181,0.761756067,0.761044056
1094,0.76157854,0.761625265,0.761982397,0.761597872,0.76189861,0.761794627,0.761605299,0.761963804,0.761734519,0.760922404
1095,0.761379194,0.76123571,0.761976534,0.761432957,0.761890132,0.761492732,0.761699131,0.761575553,0.761649683,0.760817102
1096,0.760955333,0.760808815,0.761503742,0.761038705,0.761751147,0.761255417,0.761360732,0.761007483,0.761418241,0.76053422
1097,0.76031355,0.760421571,0.76089683,0.760472138,0.761388779,0.76085288,0.760882354,0.760625865,0.761146012,0.760146333
1098,0.759727669,0.760041679,0.760579149,0.760200204,0.761075084,0.760573032,0.760397313,0.760347279,0.760812582,0.759909984
1099,0.759350246,0.759637869,0.760101331,0.760012879,0.760677626,0.760498027,0.759988028,0.760063013,0.760422578,0.759524999
